Precio Interno ,Fecha
485.125,03-jul-06
485.125,04-jul-06
486.375,05-jul-06
482.250,06-jul-06
457.000,07-jul-06
457.000,08-jul-06
457.000,09-jul-06
453.250,10-jul-06
451.875,11-jul-06
458.250,12-jul-06
464.500,13-jul-06
452.875,14-jul-06
452.875,15-jul-06
452.875,16-jul-06
451.000,17-jul-06
447.250,18-jul-06
444.250,19-jul-06
438.000,20-jul-06
430.000,21-jul-06
430.000,22-jul-06
430.000,23-jul-06
420.875,24-jul-06
430.375,25-jul-06
432.125,26-jul-06
434.250,27-jul-06
443.000,28-jul-06
443.000,29-jul-06
443.000,30-jul-06
446.375,31-jul-06
441.625,01-ago-06
457.375,02-ago-06
466.375,03-ago-06
458.375,04-ago-06
458.375,05-ago-06
458.375,06-ago-06
467.625,07-ago-06
465.750,08-ago-06
462.875,09-ago-06
454.625,10-ago-06
450.375,11-ago-06
450.375,12-ago-06
450.375,13-ago-06
438.500,14-ago-06
440.125,15-ago-06
449.000,16-ago-06
445.000,17-ago-06
449.625,18-ago-06
449.625,19-ago-06
449.625,20-ago-06
466.625,21-ago-06
481.250,22-ago-06
480.125,23-ago-06
485.250,24-ago-06
484.625,25-ago-06
484.625,26-ago-06
484.625,27-ago-06
462.750,28-ago-06
466.000,29-ago-06
463.625,30-ago-06
468.250,31-ago-06
457.375,01-sep-06
457.375,02-sep-06
457.375,03-sep-06
457.375,04-sep-06
468.125,05-sep-06
470.000,06-sep-06
452.250,07-sep-06
440.750,08-sep-06
440.750,09-sep-06
440.750,10-sep-06
434.125,11-sep-06
432.000,12-sep-06
434.000,13-sep-06
428.250,14-sep-06
422.375,15-sep-06
422.375,16-sep-06
422.375,17-sep-06
421.750,18-sep-06
428.500,19-sep-06
423.125,20-sep-06
432.750,21-sep-06
438.125,22-sep-06
438.125,23-sep-06
438.125,24-sep-06
450.250,25-sep-06
449.125,26-sep-06
446.500,27-sep-06
449.875,28-sep-06
450.375,29-sep-06
450.375,30-sep-06
450.375,01-oct-06
442.375,02-oct-06
434.375,03-oct-06
436.500,04-oct-06
434.750,05-oct-06
432.500,06-oct-06
432.500,07-oct-06
432.500,08-oct-06
427.625,09-oct-06
425.375,10-oct-06
426.750,11-oct-06
425.625,12-oct-06
427.125,13-oct-06
427.125,14-oct-06
427.125,15-oct-06
415.125,16-oct-06
419.000,17-oct-06
415.375,18-oct-06
412.375,19-oct-06
413.375,20-oct-06
413.375,21-oct-06
413.375,22-oct-06
424.875,23-oct-06
438.000,24-oct-06
436.250,25-oct-06
436.875,26-oct-06
436.375,27-oct-06
436.375,28-oct-06
436.375,29-oct-06
437.250,30-oct-06
435.750,31-oct-06
438.000,01-nov-06
444.375,02-nov-06
453.125,03-nov-06
453.125,04-nov-06
453.125,05-nov-06
456.875,06-nov-06
452.375,07-nov-06
462.250,08-nov-06
470.125,09-nov-06
473.750,10-nov-06
473.750,11-nov-06
473.750,12-nov-06
461.875,13-nov-06
464.375,14-nov-06
475.000,15-nov-06
489.500,16-nov-06
476.875,17-nov-06
476.875,18-nov-06
476.875,19-nov-06
484.000,20-nov-06
485.625,21-nov-06
487.000,22-nov-06
487.000,23-nov-06
487.000,24-nov-06
487.000,25-nov-06
487.000,26-nov-06
507.250,27-nov-06
515.875,28-nov-06
505.875,29-nov-06
510.125,30-nov-06
525.375,01-dic-06
525.375,02-dic-06
525.375,03-dic-06
507.250,04-dic-06
518.125,05-dic-06
512.000,06-dic-06
512.375,07-dic-06
512.125,08-dic-06
512.125,09-dic-06
512.125,10-dic-06
524.375,11-dic-06
520.625,12-dic-06
524.500,13-dic-06
524.125,14-dic-06
511.875,15-dic-06
511.875,16-dic-06
511.875,17-dic-06
500.250,18-dic-06
490.375,19-dic-06
496.500,20-dic-06
503.625,21-dic-06
496.875,22-dic-06
496.875,23-dic-06
496.875,24-dic-06
496.875,25-dic-06
507.375,26-dic-06
515.625,27-dic-06
504.125,28-dic-06
503.000,29-dic-06
503.000,30-dic-06
503.000,31-dic-06
503.000,01-ene-07
503.000,02-ene-07
485.375,03-ene-07
492.250,04-ene-07
475.500,05-ene-07
475.500,06-ene-07
475.500,07-ene-07
472.500,08-ene-07
468.000,09-ene-07
479.250,10-ene-07
474.250,11-ene-07
471.125,12-ene-07
471.125,13-ene-07
471.125,14-ene-07
471.125,15-ene-07
487.500,16-ene-07
488.125,17-ene-07
480.000,18-ene-07
481.625,19-ene-07
481.625,20-ene-07
481.625,21-ene-07
475.125,22-ene-07
466.000,23-ene-07
472.625,24-ene-07
468.750,25-ene-07
468.875,26-ene-07
468.875,27-ene-07
468.875,28-ene-07
473.375,29-ene-07
471.750,30-ene-07
476.125,31-ene-07
479.625,01-feb-07
477.875,02-feb-07
477.875,03-feb-07
477.875,04-feb-07
480.375,05-feb-07
480.625,06-feb-07
482.500,07-feb-07
476.375,08-feb-07
471.250,09-feb-07
471.250,10-feb-07
471.250,11-feb-07
467.125,12-feb-07
463.750,13-feb-07
464.000,14-feb-07
469.000,15-feb-07
461.625,16-feb-07
461.625,17-feb-07
461.625,18-feb-07
461.625,19-feb-07
457.375,20-feb-07
463.000,21-feb-07
471.000,22-feb-07
476.625,23-feb-07
476.625,24-feb-07
476.625,25-feb-07
472.125,26-feb-07
471.000,27-feb-07
474.375,28-feb-07
468.875,01-mar-07
461.000,02-mar-07
461.000,03-mar-07
461.000,04-mar-07
454.250,05-mar-07
447.000,06-mar-07
442.375,07-mar-07
443.875,08-mar-07
443.250,09-mar-07
443.250,10-mar-07
443.250,11-mar-07
438.625,12-mar-07
434.250,13-mar-07
430.125,14-mar-07
431.125,15-mar-07
431.625,16-mar-07
431.625,17-mar-07
431.625,18-mar-07
430.875,19-mar-07
422.500,20-mar-07
431.000,21-mar-07
430.375,22-mar-07
437.875,23-mar-07
437.875,24-mar-07
437.875,25-mar-07
441.000,26-mar-07
432.125,27-mar-07
443.375,28-mar-07
430.750,29-mar-07
439.125,30-mar-07
439.125,31-mar-07
439.125,01-abr-07
431.125,02-abr-07
437.375,03-abr-07
437.875,04-abr-07
438.000,05-abr-07
438.000,06-abr-07
438.000,07-abr-07
438.000,08-abr-07
430.750,09-abr-07
429.125,10-abr-07
429.125,11-abr-07
442.375,12-abr-07
435.250,13-abr-07
435.250,14-abr-07
435.250,15-abr-07
425.000,16-abr-07
426.250,17-abr-07
427.250,18-abr-07
421.000,19-abr-07
415.625,20-abr-07
415.625,21-abr-07
415.625,22-abr-07
409.000,23-abr-07
400.000,24-abr-07
408.500,25-abr-07
407.625,26-abr-07
409.250,27-abr-07
409.250,28-abr-07
409.250,29-abr-07
407.375,30-abr-07
405.000,01-may-07
403.125,02-may-07
403.125,03-may-07
406.125,04-may-07
406.125,05-may-07
406.125,06-may-07
405.000,07-may-07
405.000,08-may-07
405.250,09-may-07
407.000,10-may-07
405.000,11-may-07
405.000,12-may-07
405.000,13-may-07
405.000,14-may-07
405.875,15-may-07
414.250,16-may-07
417.500,17-may-07
411.250,18-may-07
411.250,19-may-07
411.250,20-may-07
414.875,21-may-07
405.375,22-may-07
411.000,23-may-07
415.500,24-may-07
405.125,25-may-07
405.125,26-may-07
405.125,27-may-07
405.125,28-may-07
405.000,29-may-07
405.500,30-may-07
400.875,31-may-07
419.000,01-jun-07
419.000,02-jun-07
419.000,03-jun-07
410.625,04-jun-07
419.000,05-jun-07
416.750,06-jun-07
428.000,07-jun-07
434.000,08-jun-07
434.000,09-jun-07
434.000,10-jun-07
434.750,11-jun-07
428.500,12-jun-07
440.625,13-jun-07
435.750,14-jun-07
427.125,15-jun-07
427.125,16-jun-07
427.125,17-jun-07
428.000,18-jun-07
416.125,19-jun-07
433.500,20-jun-07
426.875,21-jun-07
428.875,22-jun-07
428.875,23-jun-07
428.875,24-jun-07
409.625,25-jun-07
420.250,26-jun-07
423.875,27-jun-07
419.375,28-jun-07
424.125,29-jun-07
424.125,30-jun-07
424.125,01-jul-07
415.875,02-jul-07
413.500,03-jul-07
413.500,04-jul-07
413.125,05-jul-07
407.500,06-jul-07
407.500,07-jul-07
407.500,08-jul-07
405.375,09-jul-07
418.625,10-jul-07
420.250,11-jul-07
417.250,12-jul-07
411.375,13-jul-07
411.375,14-jul-07
411.375,15-jul-07
415.500,16-jul-07
415.875,17-jul-07
423.125,18-jul-07
421.500,19-jul-07
418.625,20-jul-07
418.625,21-jul-07
418.625,22-jul-07
409.750,23-jul-07
421.125,24-jul-07
428.750,25-jul-07
425.125,26-jul-07
427.250,27-jul-07
427.250,28-jul-07
427.250,29-jul-07
428.250,30-jul-07
429.125,31-jul-07
429.125,01-ago-07
433.500,02-ago-07
433.875,03-ago-07
433.875,04-ago-07
433.875,05-ago-07
439.500,06-ago-07
433.750,07-ago-07
434.625,08-ago-07
442.250,09-ago-07
451.875,10-ago-07
451.875,11-ago-07
451.875,12-ago-07
449.500,13-ago-07
448.625,14-ago-07
449.250,15-ago-07
440.000,16-ago-07
449.625,17-ago-07
449.625,18-ago-07
449.625,19-ago-07
447.750,20-ago-07
452.250,21-ago-07
453.750,22-ago-07
474.250,23-ago-07
463.750,24-ago-07
463.750,25-ago-07
463.750,26-ago-07
458.375,27-ago-07
467.250,28-ago-07
466.125,29-ago-07
467.750,30-ago-07
463.875,31-ago-07
463.875,01-sep-07
463.875,02-sep-07
463.875,03-sep-07
470.625,04-sep-07
467.000,05-sep-07
468.750,06-sep-07
473.750,07-sep-07
473.750,08-sep-07
473.750,09-sep-07
486.250,10-sep-07
486.375,11-sep-07
484.375,12-sep-07
474.000,13-sep-07
478.750,14-sep-07
478.750,15-sep-07
478.750,16-sep-07
512.250,17-sep-07
512.500,18-sep-07
502.250,19-sep-07
508.875,20-sep-07
488.625,21-sep-07
488.625,22-sep-07
488.625,23-sep-07
501.000,24-sep-07
499.625,25-sep-07
483.625,26-sep-07
486.625,27-sep-07
483.375,28-sep-07
483.375,29-sep-07
483.375,30-sep-07
510.750,01-oct-07
508.250,02-oct-07
518.500,03-oct-07
518.375,04-oct-07
515.875,05-oct-07
515.875,06-oct-07
515.875,07-oct-07
523.250,08-oct-07
497.625,09-oct-07
502.250,10-oct-07
516.250,11-oct-07
520.750,12-oct-07
520.750,13-oct-07
520.750,14-oct-07
487.750,15-oct-07
484.875,16-oct-07
493.000,17-oct-07
472.875,18-oct-07
486.750,19-oct-07
486.750,20-oct-07
486.750,21-oct-07
485.000,22-oct-07
487.000,23-oct-07
490.125,24-oct-07
476.750,25-oct-07
475.750,26-oct-07
475.750,27-oct-07
475.750,28-oct-07
476.750,29-oct-07
472.375,30-oct-07
469.500,31-oct-07
480.250,01-nov-07
466.375,02-nov-07
466.375,03-nov-07
466.375,04-nov-07
469.750,05-nov-07
474.875,06-nov-07
478.000,07-nov-07
484.250,08-nov-07
487.875,09-nov-07
487.875,10-nov-07
487.875,11-nov-07
487.250,12-nov-07
491.000,13-nov-07
494.125,14-nov-07
498.000,15-nov-07
497.250,16-nov-07
497.250,17-nov-07
497.250,18-nov-07
488.875,19-nov-07
494.625,20-nov-07
498.500,21-nov-07
498.500,22-nov-07
498.500,23-nov-07
498.500,24-nov-07
498.500,25-nov-07
494.125,26-nov-07
495.875,27-nov-07
505.375,28-nov-07
501.500,29-nov-07
501.625,30-nov-07
501.625,01-dic-07
501.625,02-dic-07
505.125,03-dic-07
507.750,04-dic-07
503.375,05-dic-07
493.375,06-dic-07
498.375,07-dic-07
498.375,08-dic-07
498.375,09-dic-07
510.125,10-dic-07
503.250,11-dic-07
512.625,12-dic-07
510.000,13-dic-07
512.125,14-dic-07
512.125,15-dic-07
512.125,16-dic-07
507.000,17-dic-07
513.000,18-dic-07
509.750,19-dic-07
507.375,20-dic-07
504.750,21-dic-07
504.750,22-dic-07
504.750,23-dic-07
504.750,24-dic-07
504.750,25-dic-07
500.250,26-dic-07
499.500,27-dic-07
506.000,28-dic-07
506.000,29-dic-07
506.000,30-dic-07
515.000,31-dic-07
515.000,01-ene-08
507.875,02-ene-08
510.000,03-ene-08
498.000,04-ene-08
498.000,05-ene-08
498.000,06-ene-08
496.250,07-ene-08
506.500,08-ene-08
511.000,09-ene-08
512.625,10-ene-08
498.125,11-ene-08
498.125,12-ene-08
498.125,13-ene-08
504.125,14-ene-08
503.250,15-ene-08
496.125,16-ene-08
495.125,17-ene-08
501.000,18-ene-08
501.000,19-ene-08
501.000,20-ene-08
501.000,21-ene-08
508.375,22-ene-08
502.000,23-ene-08
498.375,24-ene-08
492.750,25-ene-08
492.750,26-ene-08
492.750,27-ene-08
499.875,28-ene-08
495.625,29-ene-08
505.375,30-ene-08
509.000,31-ene-08
508.500,01-feb-08
508.500,02-feb-08
508.500,03-feb-08
518.250,04-feb-08
523.125,05-feb-08
523.625,06-feb-08
525.875,07-feb-08
535.000,08-feb-08
535.000,09-feb-08
535.000,10-feb-08
533.375,11-feb-08
535.000,12-feb-08
539.000,13-feb-08
555.125,14-feb-08
539.750,15-feb-08
539.750,16-feb-08
539.750,17-feb-08
539.750,18-feb-08
554.875,19-feb-08
560.500,20-feb-08
560.625,21-feb-08
571.375,22-feb-08
571.375,23-feb-08
571.375,24-feb-08
573.625,25-feb-08
561.125,26-feb-08
569.625,27-feb-08
576.500,28-feb-08
570.625,29-feb-08
570.625,01-mar-08
570.625,02-mar-08
575.375,03-mar-08
567.750,04-mar-08
572.000,05-mar-08
545.875,06-mar-08
527.250,07-mar-08
527.250,08-mar-08
527.250,09-mar-08
524.125,10-mar-08
527.625,11-mar-08
529.750,12-mar-08
548.125,13-mar-08
509.875,14-mar-08
509.875,15-mar-08
509.875,16-mar-08
462.125,17-mar-08
458.125,18-mar-08
449.125,19-mar-08
441.250,20-mar-08
441.250,21-mar-08
441.250,22-mar-08
441.250,23-mar-08
433.250,24-mar-08
451.750,25-mar-08
446.625,26-mar-08
445.250,27-mar-08
443.625,28-mar-08
443.625,29-mar-08
443.625,30-mar-08
430.125,31-mar-08
438.000,01-abr-08
435.375,02-abr-08
444.625,03-abr-08
445.625,04-abr-08
445.625,05-abr-08
445.625,06-abr-08
450.875,07-abr-08
447.125,08-abr-08
458.125,09-abr-08
432.125,10-abr-08
435.500,11-abr-08
435.500,12-abr-08
435.500,13-abr-08
435.000,14-abr-08
447.500,15-abr-08
449.625,16-abr-08
466.250,17-abr-08
445.875,18-abr-08
445.875,19-abr-08
445.875,20-abr-08
432.250,21-abr-08
442.750,22-abr-08
437.625,23-abr-08
422.000,24-abr-08
423.000,25-abr-08
423.000,26-abr-08
423.000,27-abr-08
432.875,28-abr-08
440.000,29-abr-08
435.125,30-abr-08
413.750,01-may-08
411.250,02-may-08
411.250,03-may-08
411.250,04-may-08
423.250,05-may-08
429.625,06-may-08
427.375,07-may-08
437.250,08-may-08
444.500,09-may-08
444.500,10-may-08
444.500,11-may-08
451.625,12-may-08
446.750,13-may-08
450.250,14-may-08
447.500,15-may-08
450.000,16-may-08
450.000,17-may-08
450.000,18-may-08
438.875,19-may-08
446.625,20-may-08
459.000,21-may-08
433.625,22-may-08
433.625,23-may-08
433.625,24-may-08
433.625,25-may-08
433.625,26-may-08
424.375,27-may-08
436.875,28-may-08
418.375,29-may-08
425.250,30-may-08
425.250,31-may-08
425.250,01-jun-08
437.125,02-jun-08
415.750,03-jun-08
415.625,04-jun-08
425.375,05-jun-08
421.750,06-jun-08
421.750,07-jun-08
421.750,08-jun-08
405.125,09-jun-08
423.250,10-jun-08
419.875,11-jun-08
424.000,12-jun-08
433.375,13-jun-08
433.375,14-jun-08
433.375,15-jun-08
433.125,16-jun-08
436.625,17-jun-08
433.625,18-jun-08
436.875,19-jun-08
460.625,20-jun-08
460.625,21-jun-08
460.625,22-jun-08
475.875,23-jun-08
488.000,24-jun-08
500.250,25-jun-08
538.250,26-jun-08
540.750,27-jun-08
540.750,28-jun-08
540.750,29-jun-08
550.250,30-jun-08
541.250,01-jul-08
517.375,02-jul-08
489.625,03-jul-08
489.625,04-jul-08
489.625,05-jul-08
489.625,06-jul-08
467.625,07-jul-08
455.750,08-jul-08
445.750,09-jul-08
456.125,10-jul-08
465.000,11-jul-08
465.000,12-jul-08
465.000,13-jul-08
463.125,14-jul-08
458.375,15-jul-08
459.875,16-jul-08
441.375,17-jul-08
457.375,18-jul-08
457.375,19-jul-08
457.375,20-jul-08
453.875,21-jul-08
452.250,22-jul-08
438.500,23-jul-08
441.375,24-jul-08
450.750,25-jul-08
450.750,26-jul-08
450.750,27-jul-08
443.500,28-jul-08
447.000,29-jul-08
456.875,30-jul-08
460.125,31-jul-08
467.875,01-ago-08
467.875,02-ago-08
467.875,03-ago-08
458.625,04-ago-08
487.250,05-ago-08
480.625,06-ago-08
491.125,07-ago-08
480.375,08-ago-08
480.375,09-ago-08
480.375,10-ago-08
490.125,11-ago-08
494.875,12-ago-08
490.875,13-ago-08
494.125,14-ago-08
487.125,15-ago-08
487.125,16-ago-08
487.125,17-ago-08
495.125,18-ago-08
504.625,19-ago-08
508.375,20-ago-08
511.000,21-ago-08
515.000,22-ago-08
515.000,23-ago-08
515.000,24-ago-08
515.000,25-ago-08
536.875,26-ago-08
534.125,27-ago-08
540.875,28-ago-08
537.750,29-ago-08
537.750,30-ago-08
537.750,31-ago-08
537.750,01-sep-08
544.375,02-sep-08
547.750,03-sep-08
572.875,04-sep-08
551.375,05-sep-08
551.375,06-sep-08
551.375,07-sep-08
559.500,08-sep-08
552.375,09-sep-08
549.750,10-sep-08
545.875,11-sep-08
541.500,12-sep-08
541.500,13-sep-08
541.500,14-sep-08
543.000,15-sep-08
532.125,16-sep-08
546.500,17-sep-08
547.625,18-sep-08
521.750,19-sep-08
521.750,20-sep-08
521.750,21-sep-08
529.000,22-sep-08
541.125,23-sep-08
554.875,24-sep-08
544.625,25-sep-08
534.500,26-sep-08
534.500,27-sep-08
534.500,28-sep-08
535.250,29-sep-08
539.625,30-sep-08
524.375,01-oct-08
516.250,02-oct-08
504.625,03-oct-08
504.625,04-oct-08
504.625,05-oct-08
501.375,06-oct-08
501.500,07-oct-08
506.000,08-oct-08
497.000,09-oct-08
530.000,10-oct-08
530.000,11-oct-08
530.000,12-oct-08
520.875,13-oct-08
511.500,14-oct-08
501.625,15-oct-08
501.125,16-oct-08
540.000,17-oct-08
540.000,18-oct-08
540.000,19-oct-08
515.375,20-oct-08
502.000,21-oct-08
506.250,22-oct-08
501.250,23-oct-08
540.000,24-oct-08
540.000,25-oct-08
540.000,26-oct-08
491.750,27-oct-08
492.075,28-oct-08
504.750,29-oct-08
502.625,30-oct-08
550.375,31-oct-08
550.375,01-nov-08
550.375,02-nov-08
511.625,03-nov-08
521.750,04-nov-08
511.125,05-nov-08
498.375,06-nov-08
540.375,07-nov-08
540.375,08-nov-08
540.375,09-nov-08
496.625,10-nov-08
515.250,11-nov-08
517.000,12-nov-08
514.625,13-nov-08
535.000,14-nov-08
535.000,15-nov-08
535.000,16-nov-08
503.875,17-nov-08
507.750,18-nov-08
510.125,19-nov-08
496.750,20-nov-08
530.000,21-nov-08
530.000,22-nov-08
530.000,23-nov-08
530.000,24-nov-08
505.500,25-nov-08
518.125,26-nov-08
518.125,27-nov-08
541.375,28-nov-08
541.375,29-nov-08
541.375,30-nov-08
514.750,01-dic-08
506.000,02-dic-08
503.000,03-dic-08
480.000,04-dic-08
491.875,05-dic-08
491.875,06-dic-08
491.875,07-dic-08
499.000,08-dic-08
494.500,09-dic-08
500.375,10-dic-08
499.375,11-dic-08
541.250,12-dic-08
541.250,13-dic-08
541.250,14-dic-08
485.500,15-dic-08
479.375,16-dic-08
475.375,17-dic-08
475.000,18-dic-08
526.250,19-dic-08
526.250,20-dic-08
526.250,21-dic-08
506.000,22-dic-08
506.750,23-dic-08
512.000,24-dic-08
512.000,25-dic-08
525.375,26-dic-08
525.375,27-dic-08
525.375,28-dic-08
516.500,29-dic-08
521.750,30-dic-08
544.625,31-dic-08
544.625,01-ene-09
540.375,02-ene-09
540.375,03-ene-09
540.375,04-ene-09
515.000,05-ene-09
545.000,06-ene-09
540.875,07-ene-09
537.875,08-ene-09
565.875,09-ene-09
565.875,10-ene-09
565.875,11-ene-09
544.500,12-ene-09
547.000,13-ene-09
551.250,14-ene-09
549.375,15-ene-09
565.000,16-ene-09
565.000,17-ene-09
565.000,18-ene-09
565.000,19-ene-09
553.375,20-ene-09
566.000,21-ene-09
577.375,22-ene-09
590.000,23-ene-09
590.000,24-ene-09
590.000,25-ene-09
599.000,26-ene-09
620.750,27-ene-09
633.000,28-ene-09
639.250,29-ene-09
640.000,30-ene-09
640.000,31-ene-09
640.000,01-feb-09
643.500,02-feb-09
644.125,03-feb-09
630.375,04-feb-09
640.625,05-feb-09
646.750,06-feb-09
646.750,07-feb-09
646.750,08-feb-09
655.625,09-feb-09
642.875,10-feb-09
647.875,11-feb-09
626.500,12-feb-09
621.750,13-feb-09
621.750,14-feb-09
621.750,15-feb-09
621.750,16-feb-09
625.500,17-feb-09
627.625,18-feb-09
633.750,19-feb-09
640.125,20-feb-09
640.125,21-feb-09
640.125,22-feb-09
645.875,23-feb-09
647.625,24-feb-09
643.375,25-feb-09
637.250,26-feb-09
650.750,27-feb-09
650.750,28-feb-09
650.750,01-mar-09
634.500,02-mar-09
644.375,03-mar-09
644.750,04-mar-09
641.625,05-mar-09
633.000,06-mar-09
633.000,07-mar-09
633.000,08-mar-09
628.625,09-mar-09
618.875,10-mar-09
620.750,11-mar-09
627.375,12-mar-09
631.500,13-mar-09
631.500,14-mar-09
631.500,15-mar-09
607.250,16-mar-09
611.250,17-mar-09
619.500,18-mar-09
634.000,19-mar-09
685.000,20-mar-09
685.000,21-mar-09
685.000,22-mar-09
687.250,23-mar-09
694.000,24-mar-09
706.500,25-mar-09
716.250,26-mar-09
720.750,27-mar-09
720.750,28-mar-09
720.750,29-mar-09
733.500,30-mar-09
740.375,31-mar-09
717.750,01-abr-09
712.625,02-abr-09
750.125,03-abr-09
750.125,04-abr-09
750.125,05-abr-09
732.250,06-abr-09
745.625,07-abr-09
747.500,08-abr-09
755.000,09-abr-09
755.000,10-abr-09
755.000,11-abr-09
755.000,12-abr-09
724.125,13-abr-09
726.375,14-abr-09
758.125,15-abr-09
762.750,16-abr-09
791.375,17-abr-09
791.375,18-abr-09
791.375,19-abr-09
792.375,20-abr-09
779.375,21-abr-09
790.125,22-abr-09
788.000,23-abr-09
800.125,24-abr-09
800.125,25-abr-09
800.125,26-abr-09
784.750,27-abr-09
785.125,28-abr-09
785.000,29-abr-09
785.125,30-abr-09
801.875,01-may-09
801.875,02-may-09
801.875,03-may-09
800.875,04-may-09
800.375,05-may-09
800.000,06-may-09
795.250,07-may-09
815.125,08-may-09
815.125,09-may-09
815.125,10-may-09
816.000,11-may-09
815.000,12-may-09
810.000,13-may-09
820.125,14-may-09
880.375,15-may-09
880.375,16-may-09
880.375,17-may-09
850.000,18-may-09
875.000,19-may-09
872.875,20-may-09
873.000,21-may-09
865.125,22-may-09
865.125,23-may-09
865.125,24-may-09
850.125,25-may-09
860.000,26-may-09
850.000,27-may-09
840.000,28-may-09
825.000,29-may-09
825.000,30-may-09
825.000,31-may-09
825.000,01-jun-09
819.875,02-jun-09
760.000,03-jun-09
750.125,04-jun-09
696.875,05-jun-09
696.875,06-jun-09
696.875,07-jun-09
684.750,08-jun-09
676.625,09-jun-09
668.375,10-jun-09
658.750,11-jun-09
635.750,12-jun-09
635.750,13-jun-09
635.750,14-jun-09
601.375,15-jun-09
612.750,16-jun-09
607.625,17-jun-09
625.125,18-jun-09
629.500,19-jun-09
629.500,20-jun-09
629.500,21-jun-09
632.125,22-jun-09
635.750,23-jun-09
645.500,24-jun-09
633.000,25-jun-09
655.375,26-jun-09
655.375,27-jun-09
655.375,28-jun-09
655.375,29-jun-09
648.875,30-jun-09
627.500,01-jul-09
638.750,02-jul-09
673.500,03-jul-09
673.500,04-jul-09
673.500,05-jul-09
658.625,06-jul-09
654.125,07-jul-09
652.000,08-jul-09
654.000,09-jul-09
652.000,10-jul-09
652.000,11-jul-09
652.000,12-jul-09
639.375,13-jul-09
631.125,14-jul-09
634.250,15-jul-09
622.625,16-jul-09
631.375,17-jul-09
631.375,18-jul-09
631.375,19-jul-09
633.125,20-jul-09
638.000,21-jul-09
625.625,22-jul-09
630.125,23-jul-09
624.625,24-jul-09
624.625,25-jul-09
624.625,26-jul-09
633.875,27-jul-09
636.500,28-jul-09
653.875,29-jul-09
650.125,30-jul-09
652.625,31-jul-09
652.625,01-ago-09
652.625,02-ago-09
652.625,03-ago-09
652.625,04-ago-09
680.500,05-ago-09
700.125,06-ago-09
705.125,07-ago-09
705.125,08-ago-09
705.125,09-ago-09
705.750,10-ago-09
709.875,11-ago-09
705.125,12-ago-09
692.875,13-ago-09
687.875,14-ago-09
687.875,15-ago-09
687.875,16-ago-09
668.125,17-ago-09
678.750,18-ago-09
679.875,19-ago-09
669.375,20-ago-09
660.125,21-ago-09
660.125,22-ago-09
660.125,23-ago-09
650.000,24-ago-09
647.625,25-ago-09
659.625,26-ago-09
649.125,27-ago-09
645.250,28-ago-09
645.250,29-ago-09
645.250,30-ago-09
645.625,31-ago-09
644.625,01-sep-09
644.250,02-sep-09
638.500,03-sep-09
639.000,04-sep-09
639.000,05-sep-09
639.000,06-sep-09
634.000,07-sep-09
635.000,08-sep-09
633.500,09-sep-09
618.125,10-sep-09
609.875,11-sep-09
609.875,12-sep-09
609.875,13-sep-09
633.500,14-sep-09
632.250,15-sep-09
624.125,16-sep-09
632.125,17-sep-09
628.875,18-sep-09
628.875,19-sep-09
628.875,20-sep-09
619.375,21-sep-09
618.875,22-sep-09
610.375,23-sep-09
581.875,24-sep-09
568.000,25-sep-09
568.000,26-sep-09
568.000,27-sep-09
561.375,28-sep-09
558.875,29-sep-09
555.625,30-sep-09
539.875,01-oct-09
550.125,02-oct-09
550.125,03-oct-09
550.125,04-oct-09
549.750,05-oct-09
559.125,06-oct-09
554.250,07-oct-09
556.250,08-oct-09
551.375,09-oct-09
551.375,10-oct-09
551.375,11-oct-09
555.875,12-oct-09
549.375,13-oct-09
553.500,14-oct-09
554.125,15-oct-09
578.000,16-oct-09
578.000,17-oct-09
578.000,18-oct-09
585.875,19-oct-09
592.750,20-oct-09
594.750,21-oct-09
590.500,22-oct-09
563.000,23-oct-09
563.000,24-oct-09
563.000,25-oct-09
569.625,26-oct-09
579.875,27-oct-09
584.375,28-oct-09
578.375,29-oct-09
580.500,30-oct-09
580.500,31-oct-09
580.500,01-nov-09
600.250,02-nov-09
599.000,03-nov-09
595.125,04-nov-09
600.125,05-nov-09
599.000,06-nov-09
599.000,07-nov-09
599.000,08-nov-09
599.500,09-nov-09
592.000,10-nov-09
585.000,11-nov-09
577.875,12-nov-09
580.250,13-nov-09
580.250,14-nov-09
580.250,15-nov-09
600.125,16-nov-09
592.375,17-nov-09
590.875,18-nov-09
585.125,19-nov-09
575.000,20-nov-09
575.000,21-nov-09
575.000,22-nov-09
579.500,23-nov-09
579.500,24-nov-09
588.625,25-nov-09
588.625,26-nov-09
610.125,27-nov-09
610.125,28-nov-09
610.125,29-nov-09
620.000,30-nov-09
620.000,01-dic-09
640.000,02-dic-09
644.125,03-dic-09
638.625,04-dic-09
638.625,05-dic-09
638.625,06-dic-09
648.125,07-dic-09
637.875,08-dic-09
645.125,09-dic-09
648.375,10-dic-09
650.000,11-dic-09
650.000,12-dic-09
650.000,13-dic-09
660.125,14-dic-09
675.125,15-dic-09
700.000,16-dic-09
698.125,17-dic-09
700.500,18-dic-09
700.500,19-dic-09
700.500,20-dic-09
706.000,21-dic-09
700.000,22-dic-09
699.750,23-dic-09
700.000,24-dic-09
700.000,25-dic-09
700.000,26-dic-09
700.000,27-dic-09
695.375,28-dic-09
693.000,29-dic-09
693.000,30-dic-09
695.125,31-dic-09
695.125,01-ene-10
695.125,02-ene-10
