Precio Interno ,Fecha
695.125,03-ene-10
705.000,04-ene-10
690.000,05-ene-10
687.000,06-ene-10
689.000,07-ene-10
700.625,08-ene-10
700.625,09-ene-10
700.625,10-ene-10
694.625,11-ene-10
691.625,12-ene-10
715.000,13-ene-10
727.875,14-ene-10
729.625,15-ene-10
729.625,16-ene-10
729.625,17-ene-10
729.625,18-ene-10
724.875,19-ene-10
715.125,20-ene-10
711.500,21-ene-10
740.500,22-ene-10
740.500,23-ene-10
740.500,24-ene-10
741.500,25-ene-10
741.875,26-ene-10
730.250,27-ene-10
729.000,28-ene-10
732.375,29-ene-10
732.375,30-ene-10
732.375,31-ene-10
720.000,01-feb-10
720.125,02-feb-10
720.375,03-feb-10
720.250,04-feb-10
720.000,05-feb-10
720.000,06-feb-10
720.000,07-feb-10
722.125,08-feb-10
708.250,09-feb-10
699.000,10-feb-10
648.750,11-feb-10
633.250,12-feb-10
633.250,13-feb-10
633.250,14-feb-10
613.250,15-feb-10
651.125,16-feb-10
660.000,17-feb-10
667.125,18-feb-10
667.125,19-feb-10
667.125,20-feb-10
667.125,21-feb-10
652.125,22-feb-10
666.000,23-feb-10
675.125,24-feb-10
669.125,25-feb-10
675.000,26-feb-10
675.000,27-feb-10
675.000,28-feb-10
677.000,01-mar-10
675.000,02-mar-10
689.250,03-mar-10
678.250,04-mar-10
675.500,05-mar-10
675.500,06-mar-10
675.500,07-mar-10
681.375,08-mar-10
684.750,09-mar-10
682.000,10-mar-10
695.750,11-mar-10
696.625,12-mar-10
696.625,13-mar-10
696.625,14-mar-10
692.375,15-mar-10
700.125,16-mar-10
700.225,17-mar-10
710.000,18-mar-10
693.125,19-mar-10
693.125,20-mar-10
693.125,21-mar-10
694.875,22-mar-10
693.125,23-mar-10
687.000,24-mar-10
689.500,25-mar-10
687.875,26-mar-10
687.875,27-mar-10
687.875,28-mar-10
687.875,29-mar-10
686.625,30-mar-10
672.250,31-mar-10
672.250,01-abr-10
672.250,02-abr-10
672.250,03-abr-10
672.250,04-abr-10
680.625,05-abr-10
681.250,06-abr-10
681.375,07-abr-10
668.000,08-abr-10
666.125,09-abr-10
666.125,10-abr-10
666.125,11-abr-10
664.375,12-abr-10
664.625,13-abr-10
665.500,14-abr-10
661.000,15-abr-10
659.250,16-abr-10
659.250,17-abr-10
659.250,18-abr-10
650.625,19-abr-10
647.375,20-abr-10
649.250,21-abr-10
652.250,22-abr-10
641.000,23-abr-10
641.000,24-abr-10
641.000,25-abr-10
640.500,26-abr-10
641.250,27-abr-10
658.000,28-abr-10
654.250,29-abr-10
657.000,30-abr-10
657.000,01-may-10
657.000,02-may-10
672.125,03-may-10
672.125,04-may-10
674.625,05-may-10
664.750,06-may-10
675.000,07-may-10
675.000,08-may-10
675.000,09-may-10
657.500,10-may-10
668.000,11-may-10
670.125,12-may-10
662.125,13-may-10
681.500,14-may-10
681.500,15-may-10
681.500,16-may-10
673.875,17-may-10
682.500,18-may-10
681.125,19-may-10
677.250,20-may-10
681.000,21-may-10
681.000,22-may-10
681.000,23-may-10
674.750,24-may-10
683.750,25-may-10
684.000,26-may-10
689.375,27-may-10
692.750,28-may-10
692.750,29-may-10
692.750,30-may-10
692.750,31-may-10
708.625,01-jun-10
710.875,02-jun-10
708.375,03-jun-10
716.125,04-jun-10
716.125,05-jun-10
716.125,06-jun-10
713.375,07-jun-10
712.875,08-jun-10
709.625,09-jun-10
718.000,10-jun-10
746.625,11-jun-10
746.625,12-jun-10
746.625,13-jun-10
755.000,14-jun-10
768.500,15-jun-10
751.250,16-jun-10
739.250,17-jun-10
761.375,18-jun-10
761.375,19-jun-10
761.375,20-jun-10
742.500,21-jun-10
760.875,22-jun-10
765.250,23-jun-10
784.375,24-jun-10
787.250,25-jun-10
787.250,26-jun-10
787.250,27-jun-10
810.000,28-jun-10
805.000,29-jun-10
810.000,30-jun-10
810.000,01-jul-10
800.000,02-jul-10
800.000,03-jul-10
800.000,04-jul-10
800.000,05-jul-10
786.750,06-jul-10
807.250,07-jul-10
795.000,08-jul-10
800.000,09-jul-10
800.000,10-jul-10
800.000,11-jul-10
798.000,12-jul-10
815.000,13-jul-10
817.500,14-jul-10
825.750,15-jul-10
826.500,16-jul-10
826.500,17-jul-10
826.500,18-jul-10
810.125,19-jul-10
791.250,20-jul-10
786.625,21-jul-10
800.000,22-jul-10
817.125,23-jul-10
817.125,24-jul-10
817.125,25-jul-10
810.375,26-jul-10
805.000,27-jul-10
815.000,28-jul-10
835.000,29-jul-10
845.000,30-jul-10
845.000,31-jul-10
845.000,01-ago-10
827.500,02-ago-10
812.500,03-ago-10
817.250,04-ago-10
814.375,05-ago-10
810.000,06-ago-10
810.000,07-ago-10
810.000,08-ago-10
815.625,09-ago-10
815.625,10-ago-10
818.000,11-ago-10
845.000,12-ago-10
849.000,13-ago-10
849.000,14-ago-10
849.000,15-ago-10
860.000,16-ago-10
841.500,17-ago-10
841.000,18-ago-10
850.000,19-ago-10
870.500,20-ago-10
870.500,21-ago-10
870.500,22-ago-10
860.000,23-ago-10
815.000,24-ago-10
800.625,25-ago-10
817.500,26-ago-10
835.000,27-ago-10
835.000,28-ago-10
835.000,29-ago-10
848.750,30-ago-10
840.000,31-ago-10
843.500,01-sep-10
843.750,02-sep-10
840.125,03-sep-10
840.125,04-sep-10
840.125,05-sep-10
840.125,06-sep-10
854.125,07-sep-10
846.750,08-sep-10
845.000,09-sep-10
840.125,10-sep-10
840.125,11-sep-10
840.125,12-sep-10
838.500,13-sep-10
843.875,14-sep-10
840.000,15-sep-10
803.875,16-sep-10
783.000,17-sep-10
783.000,18-sep-10
783.000,19-sep-10
756.500,20-sep-10
758.125,21-sep-10
753.875,22-sep-10
756.750,23-sep-10
741.250,24-sep-10
741.250,25-sep-10
741.250,26-sep-10
746.375,27-sep-10
765.875,28-sep-10
751.500,29-sep-10
746.250,30-sep-10
737.250,01-oct-10
737.250,02-oct-10
737.250,03-oct-10
710.000,04-oct-10
718.375,05-oct-10
709.750,06-oct-10
707.000,07-oct-10
736.500,08-oct-10
736.500,09-oct-10
736.500,10-oct-10
725.000,11-oct-10
743.250,12-oct-10
741.250,13-oct-10
750.125,14-oct-10
741.875,15-oct-10
741.875,16-oct-10
741.875,17-oct-10
735.125,18-oct-10
751.500,19-oct-10
763.500,20-oct-10
778.875,21-oct-10
772.375,22-oct-10
772.375,23-oct-10
772.375,24-oct-10
780.000,25-oct-10
790.000,26-oct-10
780.000,27-oct-10
763.000,28-oct-10
792.375,29-oct-10
792.375,30-oct-10
792.375,31-oct-10
781.000,01-nov-10
784.000,02-nov-10
760.000,03-nov-10
790.000,04-nov-10
783.375,05-nov-10
783.375,06-nov-10
783.375,07-nov-10
799.500,08-nov-10
815.000,09-nov-10
810.875,10-nov-10
790.000,11-nov-10
780.250,12-nov-10
780.250,13-nov-10
780.250,14-nov-10
787.500,15-nov-10
775.000,16-nov-10
778.125,17-nov-10
800.000,18-nov-10
805.000,19-nov-10
805.000,20-nov-10
805.000,21-nov-10
795.000,22-nov-10
807.000,23-nov-10
790.000,24-nov-10
790.000,25-nov-10
785.000,26-nov-10
785.000,27-nov-10
785.000,28-nov-10
790.000,29-nov-10
805.000,30-nov-10
810.000,01-dic-10
805.000,02-dic-10
807.500,03-dic-10
807.500,04-dic-10
807.500,05-dic-10
821.750,06-dic-10
826.750,07-dic-10
810.500,08-dic-10
815.000,09-dic-10
841.750,10-dic-10
841.750,11-dic-10
841.750,12-dic-10
865.000,13-dic-10
880.000,14-dic-10
892.500,15-dic-10
901.875,16-dic-10
951.625,17-dic-10
951.625,18-dic-10
951.625,19-dic-10
955.000,20-dic-10
986.500,21-dic-10
970.000,22-dic-10
950.000,23-dic-10
950.000,24-dic-10
950.000,25-dic-10
950.000,26-dic-10
970.000,27-dic-10
986.750,28-dic-10
965.000,29-dic-10
952.500,30-dic-10
977.500,31-dic-10
977.500,01-ene-11
977.500,02-ene-11
977.500,03-ene-11
946.125,04-ene-11
939.875,05-ene-11
930.750,06-ene-11
940.000,07-ene-11
940.000,08-ene-11
940.000,09-ene-11
944.625,10-ene-11
951.750,11-ene-11
965.125,12-ene-11
960.000,13-ene-11
955.125,14-ene-11
955.125,15-ene-11
955.125,16-ene-11
955.125,17-ene-11
940.000,18-ene-11
919.750,19-ene-11
922.250,20-ene-11
950.000,21-ene-11
950.000,22-ene-11
950.000,23-ene-11
935.000,24-ene-11
910.000,25-ene-11
936.500,26-ene-11
933.250,27-ene-11
960.000,28-ene-11
960.000,29-ene-11
960.000,30-ene-11
960.000,31-ene-11
967.000,01-feb-11
976.000,02-feb-11
983.375,03-feb-11
980.000,04-feb-11
980.000,05-feb-11
980.000,06-feb-11
979.500,07-feb-11
979.625,08-feb-11
992.625,09-feb-11
993.750,10-feb-11
981.750,11-feb-11
981.750,12-feb-11
981.750,13-feb-11
988.500,14-feb-11
985.000,15-feb-11
1.020.000,16-feb-11
1.055.375,17-feb-11
1.065.000,18-feb-11
1.065.000,19-feb-11
1.065.000,20-feb-11
1.065.000,21-feb-11
1.090.000,22-feb-11
1.084.050,23-feb-11
1.076.000,24-feb-11
1.089.250,25-feb-11
1.089.250,26-feb-11
1.089.250,27-feb-11
1.097.000,28-feb-11
1.091.000,01-mar-11
1.088.500,02-mar-11
1.095.000,03-mar-11
1.092.250,04-mar-11
1.092.250,05-mar-11
1.092.250,06-mar-11
1.110.000,07-mar-11
1.133.500,08-mar-11
1.164.375,09-mar-11
1.093.500,10-mar-11
1.079.500,11-mar-11
1.079.500,12-mar-11
1.079.500,13-mar-11
1.079.500,14-mar-11
1.045.750,15-mar-11
1.059.250,16-mar-11
1.070.625,17-mar-11
1.089.625,18-mar-11
1.089.625,19-mar-11
1.089.625,20-mar-11
1.090.000,21-mar-11
1.072.375,22-mar-11
1.054.000,23-mar-11
1.049.875,24-mar-11
1.060.250,25-mar-11
1.060.250,26-mar-11
1.060.250,27-mar-11
1.047.375,28-mar-11
1.041.000,29-mar-11
1.051.750,30-mar-11
1.047.000,31-mar-11
1.017.865,01-abr-11
1.017.865,02-abr-11
1.017.865,03-abr-11
1.000.000,04-abr-11
1.039.000,05-abr-11
1.026.500,06-abr-11
1.046.500,07-abr-11
1.053.125,08-abr-11
1.053.125,09-abr-11
1.053.125,10-abr-11
1.045.500,11-abr-11
1.046.875,12-abr-11
1.063.625,13-abr-11
1.066.250,14-abr-11
1.097.375,15-abr-11
1.097.375,16-abr-11
1.097.375,17-abr-11
1.088.625,18-abr-11
1.102.875,19-abr-11
1.111.375,20-abr-11
1.098.500,21-abr-11
1.098.500,22-abr-11
1.098.500,23-abr-11
1.098.500,24-abr-11
1.082.875,25-abr-11
1.109.375,26-abr-11
1.099.500,27-abr-11
1.100.625,28-abr-11
1.099.375,29-abr-11
1.099.375,30-abr-11
1.099.375,01-may-11
1.114.375,02-may-11
1.109.000,03-may-11
1.070.375,04-may-11
1.047.750,05-may-11
1.050.125,06-may-11
1.050.125,07-may-11
1.050.125,08-may-11
1.061.000,09-may-11
1.038.500,10-may-11
1.017.250,11-may-11
1.016.750,12-may-11
1.004.250,13-may-11
1.004.250,14-may-11
1.004.250,15-may-11
998.000,16-may-11
1.009.500,17-may-11
1.019.875,18-may-11
995.125,19-may-11
982.000,20-may-11
982.000,21-may-11
982.000,22-may-11
1.000.750,23-may-11
1.000.000,24-may-11
1.012.125,25-may-11
1.011.500,26-may-11
989.785,27-may-11
989.785,28-may-11
989.785,29-may-11
989.785,30-may-11
986.375,31-may-11
957.625,01-jun-11
968.375,02-jun-11
1.001.750,03-jun-11
1.001.750,04-jun-11
1.001.750,05-jun-11
963.125,06-jun-11
963.375,07-jun-11
973.000,08-jun-11
985.250,09-jun-11
994.000,10-jun-11
994.000,11-jun-11
994.000,12-jun-11
1.003.875,13-jun-11
1.001.125,14-jun-11
990.875,15-jun-11
978.000,16-jun-11
942.500,17-jun-11
942.500,18-jun-11
942.500,19-jun-11
915.250,20-jun-11
921.125,21-jun-11
918.750,22-jun-11
931.500,23-jun-11
943.250,24-jun-11
943.250,25-jun-11
943.250,26-jun-11
945.125,27-jun-11
957.125,28-jun-11
963.875,29-jun-11
971.625,30-jun-11
962.875,01-jul-11
962.875,02-jul-11
962.875,03-jul-11
962.875,04-jul-11
990.000,05-jul-11
975.875,06-jul-11
980.000,07-jul-11
960.750,08-jul-11
960.750,09-jul-11
960.750,10-jul-11
950.625,11-jul-11
944.125,12-jul-11
959.000,13-jul-11
938.000,14-jul-11
932.375,15-jul-11
932.375,16-jul-11
932.375,17-jul-11
911.875,18-jul-11
900.125,19-jul-11
900.125,20-jul-11
890.375,21-jul-11
890.125,22-jul-11
890.125,23-jul-11
890.125,24-jul-11
899.500,25-jul-11
911.500,26-jul-11
902.750,27-jul-11
900.000,28-jul-11
906.625,29-jul-11
906.625,30-jul-11
906.625,31-jul-11
907.150,01-ago-11
916.125,02-ago-11
916.375,03-ago-11
900.125,04-ago-11
916.750,05-ago-11
916.750,06-ago-11
916.750,07-ago-11
904.250,08-ago-11
900.125,09-ago-11
895.750,10-ago-11
913.125,11-ago-11
910.375,12-ago-11
910.375,13-ago-11
910.375,14-ago-11
930.250,15-ago-11
945.500,16-ago-11
969.750,17-ago-11
982.000,18-ago-11
989.250,19-ago-11
989.250,20-ago-11
989.250,21-ago-11
990.250,22-ago-11
1.011.000,23-ago-11
1.015.125,24-ago-11
1.026.250,25-ago-11
1.042.000,26-ago-11
1.042.000,27-ago-11
1.042.000,28-ago-11
1.049.000,29-ago-11
1.054.875,30-ago-11
1.053.250,31-ago-11
1.059.375,01-sep-11
1.056.625,02-sep-11
1.056.625,03-sep-11
1.056.625,04-sep-11
1.035.625,05-sep-11
1.035.625,06-sep-11
1.047.625,07-sep-11
1.042.000,08-sep-11
999.125,09-sep-11
999.125,10-sep-11
999.125,11-sep-11
1.015.875,12-sep-11
1.005.375,13-sep-11
999.250,14-sep-11
972.500,15-sep-11
950.000,16-sep-11
950.000,17-sep-11
950.000,18-sep-11
976.000,19-sep-11
970.250,20-sep-11
946.000,21-sep-11
929.125,22-sep-11
892.500,23-sep-11
892.500,24-sep-11
892.500,25-sep-11
911.875,26-sep-11
921.750,27-sep-11
906.875,28-sep-11
897.375,29-sep-11
903.250,30-sep-11
903.250,01-oct-11
903.250,02-oct-11
895.875,03-oct-11
911.500,04-oct-11
904.875,05-oct-11
925.250,06-oct-11
880.125,07-oct-11
880.125,08-oct-11
880.125,09-oct-11
887.000,10-oct-11
878.000,11-oct-11
892.500,12-oct-11
919.625,13-oct-11
927.375,14-oct-11
927.375,15-oct-11
927.375,16-oct-11
906.250,17-oct-11
899.750,18-oct-11
920.000,19-oct-11
907.750,20-oct-11
950.750,21-oct-11
950.750,22-oct-11
950.750,23-oct-11
963.000,24-oct-11
912.500,25-oct-11
900.125,26-oct-11
900.000,27-oct-11
900.000,28-oct-11
900.000,29-oct-11
900.000,30-oct-11
876.500,31-oct-11
876.350,01-nov-11
879.875,02-nov-11
897.500,03-nov-11
909.625,04-nov-11
909.625,05-nov-11
909.625,06-nov-11
916.625,07-nov-11
908.375,08-nov-11
916.125,09-nov-11
915.125,10-nov-11
930.625,11-nov-11
930.625,12-nov-11
930.625,13-nov-11
918.875,14-nov-11
941.750,15-nov-11
929.000,16-nov-11
923.500,17-nov-11
948.000,18-nov-11
948.000,19-nov-11
948.000,20-nov-11
940.375,21-nov-11
935.750,22-nov-11
942.000,23-nov-11
942.000,24-nov-11
939.500,25-nov-11
939.500,26-nov-11
939.500,27-nov-11
920.250,28-nov-11
929.125,29-nov-11
952.000,30-nov-11
943.250,01-dic-11
918.625,02-dic-11
918.625,03-dic-11
918.625,04-dic-11
941.750,05-dic-11
938.875,06-dic-11
917.250,07-dic-11
914.000,08-dic-11
910.375,09-dic-11
910.375,10-dic-11
910.375,11-dic-11
885.000,12-dic-11
893.250,13-dic-11
876.500,14-dic-11
874.125,15-dic-11
869.625,16-dic-11
869.625,17-dic-11
869.625,18-dic-11
883.750,19-dic-11
888.875,20-dic-11
881.000,21-dic-11
884.500,22-dic-11
871.375,23-dic-11
871.375,24-dic-11
871.375,25-dic-11
871.375,26-dic-11
885.250,27-dic-11
915.250,28-dic-11
904.500,29-dic-11
913.375,30-dic-11
913.375,31-dic-11
913.375,01-ene-12
913.375,02-ene-12
894.375,03-ene-12
879.750,04-ene-12
859.000,05-ene-12
868.375,06-ene-12
868.375,07-ene-12
868.375,08-ene-12
868.875,09-ene-12
875.875,10-ene-12
903.000,11-ene-12
896.625,12-ene-12
878.875,13-ene-12
878.875,14-ene-12
878.875,15-ene-12
878.875,16-ene-12
878.375,17-ene-12
865.750,18-ene-12
876.000,19-ene-12
886.500,20-ene-12
886.500,21-ene-12
886.500,22-ene-12
860.750,23-ene-12
862.625,24-ene-12
851.750,25-ene-12
860.500,26-ene-12
857.625,27-ene-12
857.625,28-ene-12
857.625,29-ene-12
859.625,30-ene-12
848.125,31-ene-12
847.250,01-feb-12
851.500,02-feb-12
844.625,03-feb-12
844.625,04-feb-12
844.625,05-feb-12
867.250,06-feb-12
869.250,07-feb-12
865.250,08-feb-12
848.750,09-feb-12
860.625,10-feb-12
860.625,11-feb-12
860.625,12-feb-12
844.375,13-feb-12
823.375,14-feb-12
810.750,15-feb-12
805.125,16-feb-12
798.625,17-feb-12
798.625,18-feb-12
798.625,19-feb-12
815.250,20-feb-12
801.500,21-feb-12
799.500,22-feb-12
806.375,23-feb-12
799.750,24-feb-12
799.750,25-feb-12
799.750,26-feb-12
799.750,27-feb-12
801.250,28-feb-12
793.000,29-feb-12
797.750,01-mar-12
782.250,02-mar-12
782.250,03-mar-12
782.250,04-mar-12
782.375,05-mar-12
764.625,06-mar-12
735.000,07-mar-12
736.125,08-mar-12
721.125,09-mar-12
721.125,10-mar-12
721.125,11-mar-12
718.375,12-mar-12
716.250,13-mar-12
708.125,14-mar-12
714.875,15-mar-12
711.250,16-mar-12
711.250,17-mar-12
711.250,18-mar-12
714.375,19-mar-12
712.750,20-mar-12
718.125,21-mar-12
685.625,22-mar-12
703.125,23-mar-12
703.125,24-mar-12
703.125,25-mar-12
706.125,26-mar-12
728.750,27-mar-12
710.875,28-mar-12
699.625,29-mar-12
725.750,30-mar-12
725.750,31-mar-12
725.750,01-abr-12
728.875,02-abr-12
726.375,03-abr-12
720.125,04-abr-12
719.000,05-abr-12
719.000,06-abr-12
719.000,07-abr-12
719.000,08-abr-12
701.625,09-abr-12
706.625,10-abr-12
713.250,11-abr-12
713.500,12-abr-12
708.500,13-abr-12
708.500,14-abr-12
708.500,15-abr-12
690.875,16-abr-12
682.500,17-abr-12
686.000,18-abr-12
687.625,19-abr-12
699.875,20-abr-12
699.875,21-abr-12
699.875,22-abr-12
694.750,23-abr-12
706.125,24-abr-12
682.250,25-abr-12
681.500,26-abr-12
683.625,27-abr-12
683.625,28-abr-12
683.625,29-abr-12
691.250,30-abr-12
701.250,01-may-12
693.125,02-may-12
675.375,03-may-12
671.500,04-may-12
671.500,05-may-12
671.500,06-may-12
670.875,07-may-12
673.000,08-may-12
674.500,09-may-12
681.875,10-may-12
675.500,11-may-12
675.500,12-may-12
675.500,13-may-12
674.125,14-may-12
678.500,15-may-12
680.500,16-may-12
688.125,17-may-12
687.250,18-may-12
687.250,19-may-12
687.250,20-may-12
674.375,21-may-12
674.000,22-may-12
652.250,23-may-12
651.625,24-may-12
652.000,25-may-12
652.000,26-may-12
652.000,27-may-12
652.000,28-may-12
644.000,29-may-12
642.250,30-may-12
639.875,31-may-12
618.000,01-jun-12
618.000,02-jun-12
618.000,03-jun-12
613.375,04-jun-12
598.750,05-jun-12
593.125,06-jun-12
592.000,07-jun-12
590.500,08-jun-12
590.500,09-jun-12
590.500,10-jun-12
583.500,11-jun-12
583.625,12-jun-12
580.000,13-jun-12
571.875,14-jun-12
573.000,15-jun-12
573.000,16-jun-12
573.000,17-jun-12
570.250,18-jun-12
588.125,19-jun-12
565.500,20-jun-12
590.625,21-jun-12
578.375,22-jun-12
578.375,23-jun-12
578.375,24-jun-12
592.625,25-jun-12
615.375,26-jun-12
605.000,27-jun-12
606.000,28-jun-12
622.875,29-jun-12
622.875,30-jun-12
622.875,01-jul-12
637.500,02-jul-12
647.875,03-jul-12
647.875,04-jul-12
649.000,05-jul-12
635.875,06-jul-12
635.875,07-jul-12
635.875,08-jul-12
658.250,09-jul-12
658.625,10-jul-12
611.000,11-jul-12
655.250,12-jul-12
665.625,13-jul-12
665.625,14-jul-12
665.625,15-jul-12
658.750,16-jul-12
655.375,17-jul-12
654.375,18-jul-12
676.875,19-jul-12
669.250,20-jul-12
669.250,21-jul-12
669.250,22-jul-12
670.625,23-jul-12
637.125,24-jul-12
641.875,25-jul-12
629.500,26-jul-12
629.375,27-jul-12
629.375,28-jul-12
629.375,29-jul-12
645.500,30-jul-12
632.375,31-jul-12
631.125,01-ago-12
625.500,02-ago-12
627.875,03-ago-12
627.875,04-ago-12
627.875,05-ago-12
638.125,06-ago-12
628.375,07-ago-12
620.125,08-ago-12
616.750,09-ago-12
617.000,10-ago-12
617.000,11-ago-12
617.000,12-ago-12
609.500,13-ago-12
609.125,14-ago-12
610.500,15-ago-12
596.875,16-ago-12
597.250,17-ago-12
597.250,18-ago-12
597.250,19-ago-12
604.875,20-ago-12
602.000,21-ago-12
593.750,22-ago-12
591.750,23-ago-12
597.750,24-ago-12
597.750,25-ago-12
597.750,26-ago-12
615.000,27-ago-12
619.750,28-ago-12
614.750,29-ago-12
605.000,30-ago-12
607.750,31-ago-12
607.750,01-sep-12
607.750,02-sep-12
610.250,03-sep-12
610.250,04-sep-12
587.250,05-sep-12
575.500,06-sep-12
593.625,07-sep-12
593.625,08-sep-12
593.625,09-sep-12
631.750,10-sep-12
642.250,11-sep-12
645.375,12-sep-12
649.375,13-sep-12
653.125,14-sep-12
653.125,15-sep-12
653.125,16-sep-12
631.625,17-sep-12
641.375,18-sep-12
630.625,19-sep-12
607.875,20-sep-12
626.625,21-sep-12
626.625,22-sep-12
626.625,23-sep-12
624.250,24-sep-12
656.875,25-sep-12
611.875,26-sep-12
630.750,27-sep-12
626.625,28-sep-12
626.625,29-sep-12
626.625,30-sep-12
645.000,01-oct-12
656.625,02-oct-12
652.500,03-oct-12
627.750,04-oct-12
603.375,05-oct-12
603.375,06-oct-12
603.375,07-oct-12
603.375,08-oct-12
594.125,09-oct-12
586.875,10-oct-12
577.250,11-oct-12
580.250,12-oct-12
580.250,13-oct-12
580.250,14-oct-12
577.000,15-oct-12
582.625,16-oct-12
578.375,17-oct-12
568.375,18-oct-12
577.500,19-oct-12
577.500,20-oct-12
577.500,21-oct-12
591.875,22-oct-12
579.625,23-oct-12
575.500,24-oct-12
580.375,25-oct-12
568.625,26-oct-12
568.625,27-oct-12
568.625,28-oct-12
583.750,29-oct-12
565.000,30-oct-12
558.125,31-oct-12
551.375,01-nov-12
556.375,02-nov-12
556.375,03-nov-12
556.375,04-nov-12
542.125,05-nov-12
536.500,06-nov-12
539.000,07-nov-12
539.250,08-nov-12
538.875,09-nov-12
538.875,10-nov-12
538.875,11-nov-12
550.500,12-nov-12
524.875,13-nov-12
532.000,14-nov-12
535.750,15-nov-12
531.750,16-nov-12
531.750,17-nov-12
531.750,18-nov-12
541.625,19-nov-12
536.375,20-nov-12
538.000,21-nov-12
538.000,22-nov-12
533.875,23-nov-12
533.875,24-nov-12
533.875,25-nov-12
523.875,26-nov-12
525.625,27-nov-12
545.500,28-nov-12
547.125,29-nov-12
530.375,30-nov-12
530.375,01-dic-12
530.375,02-dic-12
534.625,03-dic-12
525.000,04-dic-12
527.500,05-dic-12
534.250,06-dic-12
544.125,07-dic-12
544.125,08-dic-12
544.125,09-dic-12
519.625,10-dic-12
529.375,11-dic-12
516.375,12-dic-12
506.375,13-dic-12
512.000,14-dic-12
512.000,15-dic-12
512.000,16-dic-12
522.125,17-dic-12
513.125,18-dic-12
515.500,19-dic-12
507.625,20-dic-12
517.000,21-dic-12
517.000,22-dic-12
517.000,23-dic-12
516.625,24-dic-12
516.625,25-dic-12
522.500,26-dic-12
521.250,27-dic-12
515.375,28-dic-12
515.375,29-dic-12
515.375,30-dic-12
504.375,31-dic-12
504.375,01-ene-13
524.125,02-ene-13
513.000,03-ene-13
518.500,04-ene-13
518.500,05-ene-13
518.500,06-ene-13
529.625,07-ene-13
521.750,08-ene-13
519.750,09-ene-13
523.125,10-ene-13
536.750,11-ene-13
536.750,12-ene-13
536.750,13-ene-13
535.250,14-ene-13
535.875,15-ene-13
539.000,16-ene-13
543.750,17-ene-13
548.000,18-ene-13
548.000,19-ene-13
548.000,20-ene-13
548.000,21-ene-13
522.750,22-ene-13
530.125,23-ene-13
515.625,24-ene-13
522.125,25-ene-13
522.125,26-ene-13
522.125,27-ene-13
524.750,28-ene-13
525.500,29-ene-13
519.000,30-ene-13
515.875,31-ene-13
519.750,01-feb-13
519.750,02-feb-13
519.750,03-feb-13
510.375,04-feb-13
508.875,05-feb-13
503.000,06-feb-13
496.500,07-feb-13
497.375,08-feb-13
497.375,09-feb-13
497.375,10-feb-13
493.500,11-feb-13
494.250,12-feb-13
497.125,13-feb-13
495.625,14-feb-13
494.750,15-feb-13
494.750,16-feb-13
494.750,17-feb-13
494.750,18-feb-13
489.125,19-feb-13
501.500,20-feb-13
504.000,21-feb-13
511.500,22-feb-13
511.500,23-feb-13
511.500,24-feb-13
513.250,25-feb-13
516.125,26-feb-13
514.500,27-feb-13
520.750,28-feb-13
521.375,01-mar-13
521.375,02-mar-13
521.375,03-mar-13
537.625,04-mar-13
515.875,05-mar-13
515.750,06-mar-13
520.875,07-mar-13
524.375,08-mar-13
524.375,09-mar-13
524.375,10-mar-13
523.375,11-mar-13
517.375,12-mar-13
510.500,13-mar-13
507.000,14-mar-13
501.375,15-mar-13
501.375,16-mar-13
501.375,17-mar-13
497.750,18-mar-13
493.875,19-mar-13
497.875,20-mar-13
498.875,21-mar-13
507.375,22-mar-13
507.375,23-mar-13
507.375,24-mar-13
508.500,25-mar-13
516.500,26-mar-13
510.875,27-mar-13
513.000,28-mar-13
513.000,29-mar-13
513.000,30-mar-13
513.000,31-mar-13
516.625,01-abr-13
506.000,02-abr-13
516.500,03-abr-13
519.375,04-abr-13
522.625,05-abr-13
522.625,06-abr-13
522.625,07-abr-13
505.750,08-abr-13
513.000,09-abr-13
515.875,10-abr-13
520.375,11-abr-13
513.625,12-abr-13
513.625,13-abr-13
513.625,14-abr-13
511.750,15-abr-13
515.750,16-abr-13
519.000,17-abr-13
523.875,18-abr-13
531.750,19-abr-13
531.750,20-abr-13
531.750,21-abr-13
532.000,22-abr-13
510.750,23-abr-13
513.625,24-abr-13
508.000,25-abr-13
502.375,26-abr-13
502.375,27-abr-13
502.375,28-abr-13
501.875,29-abr-13
505.375,30-abr-13
504.000,01-may-13
518.250,02-may-13
522.250,03-may-13
522.250,04-may-13
522.250,05-may-13
523.875,06-may-13
527.000,07-may-13
533.625,08-may-13
547.250,09-may-13
535.625,10-may-13
535.625,11-may-13
535.625,12-may-13
540.500,13-may-13
535.625,14-may-13
524.125,15-may-13
520.000,16-may-13
509.625,17-may-13
509.625,18-may-13
509.625,19-may-13
503.125,20-may-13
495.125,21-may-13
483.375,22-may-13
492.250,23-may-13
484.375,24-may-13
484.375,25-may-13
484.375,26-may-13
487.250,27-may-13
487.250,28-may-13
489.750,29-may-13
482.500,30-may-13
490.500,31-may-13
490.500,01-jun-13
490.500,02-jun-13
498.000,03-jun-13
490.250,04-jun-13
491.375,05-jun-13
498.500,06-jun-13
484.375,07-jun-13
484.375,08-jun-13
484.375,09-jun-13
492.125,10-jun-13
491.750,11-jun-13
470.375,12-jun-13
472.625,13-jun-13
464.250,14-jun-13
464.250,15-jun-13
464.250,16-jun-13
